target_scenario,feature_set,fold,n_test,accuracy,f1_macro,f1_weighted,mean_regret,median_regret,p90_regret,mean_normalized_regret,zero_regret_rate,within_1pp_rate,within_5pp_rate
heavy3_same107,domain_label_score_shuffled,3,21,0.47619047619047616,0.3606237816764133,0.46365914786967416,0.012297422110973903,0.0,0.03980676328502408,0.013520951425984038,0.5238095238095238,0.7619047619047619,0.9047619047619048
heavy3_same107,domain_label_score_shuffled,4,21,0.8095238095238095,0.726890756302521,0.7917166866746697,0.0047246722302332015,0.0,0.0074545454545454914,0.006450933141925261,0.8095238095238095,0.9047619047619048,1.0
heavy3_same107,domain_label_score_shuffled,5,21,0.5238095238095238,0.38655462184873945,0.46898759503801524,0.03326784045319656,0.0,0.0927472527472527,0.041248768309662696,0.5238095238095238,0.7142857142857143,0.8095238095238095
heavy3_same107,semantic_tags_fixed_vocab_shuffled,1,22,0.45454545454545453,0.4402116402116402,0.4493506493506494,0.007172788787484288,0.000640862405568321,0.022578465367672402,0.010014376036594443,0.5,0.7727272727272727,1.0
heavy3_same107,semantic_tags_fixed_vocab_shuffled,2,22,0.45454545454545453,0.3625730994152046,0.4449760765550239,0.01866928953544853,0.0007500000000000839,0.03897530864197547,0.023530357153763126,0.5,0.6363636363636364,0.9090909090909091
heavy3_same107,semantic_tags_fixed_vocab_shuffled,3,21,0.47619047619047616,0.35185185185185186,0.4523809523809524,0.011302410837057297,0.0,0.03980676328502408,0.012453131860775764,0.5238095238095238,0.7619047619047619,0.9047619047619048
heavy3_same107,semantic_tags_fixed_vocab_shuffled,4,21,0.6666666666666666,0.5846790890269151,0.6374445430346052,0.008169860949736965,0.0,0.03658615419748079,0.010103782393583,0.6666666666666666,0.8571428571428571,0.9523809523809523
heavy3_same107,semantic_tags_fixed_vocab_shuffled,5,21,0.47619047619047616,0.3625730994152046,0.4344193817878028,0.0453756202053051,6.86341798216139e-05,0.1455782312925169,0.05443776809384177,0.47619047619047616,0.6190476190476191,0.7142857142857143
heavy3_same107,context_full_shuffled,1,22,0.45454545454545453,0.4402116402116402,0.4493506493506494,0.007172788787484288,0.000640862405568321,0.022578465367672402,0.010014376036594443,0.5,0.7727272727272727,1.0
heavy3_same107,context_full_shuffled,2,22,0.5,0.40196078431372556,0.4933155080213904,0.021537812367766977,0.0,0.05422731030336452,0.02564722611974708,0.5454545454545454,0.6363636363636364,0.8181818181818182
heavy3_same107,context_full_shuffled,3,21,0.47619047619047616,0.3606237816764133,0.46365914786967416,0.012297422110973903,0.0,0.03980676328502408,0.013520951425984038,0.5238095238095238,0.7619047619047619,0.9047619047619048
